tile_id,half_hectare_download,F10m_download,ObjectId,Shape__Area,Shape__Length
10S_170E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=10S_170E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=10S_170E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,57,1284783830947.45,4534671.72012493
20N_000E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_000E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_000E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,58,1284783830947.45,4534671.72012493
20N_010E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_010E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_010E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,59,1284783830947.45,4534671.72012493
20N_010W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_010W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_010W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,60,1284783830947.45,4534671.72012493
20N_020E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_020E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_020E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,61,1284783830947.45,4534671.72012493
20N_020W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_020W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_020W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,62,1284783830947.45,4534671.72012493
20N_030E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_030E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_030E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,63,1284783830947.45,4534671.72012493
20N_040E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_040E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_040E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,64,1284783830947.45,4534671.72012493
20N_060W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_060W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_060W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,65,1284783830947.45,4534671.72012493
20N_070E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_070E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_070E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,66,1284783830947.46,4534671.72012493
20N_070W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_070W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_070W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,67,1284783830947.45,4534671.72012493
20N_080E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_080E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_080E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,68,1284783830947.46,4534671.72012493
20N_080W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_080W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_080W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,69,1284783830947.46,4534671.72012493
20N_090E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_090E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_090E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,70,1284783830947.45,4534671.72012493
20N_090W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_090W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_090W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,71,1284783830947.46,4534671.72012493
20N_100E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_100E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_100E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,72,1284783830947.45,4534671.72012493
20N_100W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_100W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_100W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,73,1284783830947.45,4534671.72012493
20N_110E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_110E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_110E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,74,1284783830947.46,4534671.72012493
20N_110W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_110W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_110W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,75,1284783830947.45,4534671.72012493
20N_120E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20N_120E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20N_120E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,76,1284783830947.45,4534671.72012493
20S_010E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_010E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_010E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,77,1369807391981.28,4687427.64889884
20S_020E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_020E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_020E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,78,1369807391981.28,4687427.64889884
20S_030E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_030E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_030E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,79,1369807391981.28,4687427.64889884
20S_040E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_040E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_040E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,80,1369807391981.28,4687427.64889884
20S_050W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_050W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_050W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,81,1369807391981.28,4687427.64889884
20S_060W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_060W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_060W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,82,1369807391981.28,4687427.64889884
20S_070W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_070W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_070W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,83,1369807391981.28,4687427.64889884
20S_080W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_080W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_080W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,84,1369807391981.28,4687427.64889884
20S_140E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_140E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_140E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,85,1369807391981.28,4687427.64889885
20S_150E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_150E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_150E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,86,1369807391981.28,4687427.64889884
20S_160E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=20S_160E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=20S_160E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,87,1369807391981.28,4687427.64889884
30N_000E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_000E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_000E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,88,1369807391981.28,4687427.64889884
30N_010W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_010W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_010W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,89,1369807391981.28,4687427.64889884
30N_020W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_020W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_020W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,90,1369807391981.28,4687427.64889884
30N_030E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_030E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_030E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,91,1369807391981.28,4687427.64889884
30N_040E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_040E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_040E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,92,1369807391981.28,4687427.64889884
30N_060E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_060E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_060E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,93,1369807391981.28,4687427.64889884
30N_070E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_070E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_070E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,94,1369807391981.28,4687427.64889884
30N_080E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_080E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_080E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,95,1369807391981.28,4687427.64889884
30N_080W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_080W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_080W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,96,1369807391981.28,4687427.64889884
30N_090E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_090E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_090E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,97,1369807391981.28,4687427.64889884
30N_090W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_090W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_090W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,98,1369807391981.28,4687427.64889884
30N_100E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_100E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_100E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,99,1369807391981.28,4687427.64889884
30N_100W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_100W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_100W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,100,1369807391981.28,4687427.64889884
30N_110E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_110E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_110E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,101,1369807391981.28,4687427.64889884
30N_110W,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_110W&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_110W&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,102,1369807391981.28,4687427.64889884
30N_120E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30N_120E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30N_120E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,103,1369807391981.29,4687427.64889884
30S_010E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30S_010E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30S_010E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,104,1516608322359.94,4951174.68786307
30S_020E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30S_020E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30S_020E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,105,1516608322359.94,4951174.68786307
30S_030E,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover/v2020/download/geotiff?grid=10/40000&tile_id=30S_030E&pixel_meaning=percent&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,https://data-api.globalforestwatch.org/dataset/wri_tropical_tree_cover_extent/v20220922/download/geotiff?grid=10/100000&tile_id=30S_030E&pixel_meaning=decile&x-api-key=2d60cd88-8348-4c0f-a6d5-bd9adb585a8c,106,1516608322359.94,4951174.68786308
